"name","yearpublished","minplayers","maxplayers","minplaytime","maxplaytime","minage","languagedependence","average","numwanting","numcomments","numplays","numplays_month","news","blogs","podcast","boardgamedesigner_cnt","boardgamepublisher_cnt","boardgamehonor_cnt","desc_word_count","dif_players","main_category","difficulty"
"TerroriXico",2017,2,4,20,30,10,0,9.44286,8,45,47,0,0,2,0,1,1,0,282,2,"Card Game","Simple"
"LEGO Soccer",2000,2,2,10,10,8,1,5.6381,1,29,78,0,0,1,0,1,1,0,50,0,"Action / Dexterity","Simple"
"Gladiatori Deluxe",2012,1,4,90,90,14,1,5.98493,16,38,51,0,1,2,0,1,2,0,249,3,"Card Game","Complex"
"Sink the Bismarck",2008,1,1,25,25,0,1,5.73617,2,37,136,0,0,0,0,1,2,0,82,0,"Dice","Simple"
"Quack in the Box",2010,2,6,45,45,13,3,5.76562,0,11,60,0,0,0,1,0,1,0,177,4,"Card Game","Simple"
"Athos",1993,2,4,45,45,12,1,5.57154,5,22,43,0,0,0,0,2,1,0,51,2,"Abstract Strategy","Simple"
"Yot\u00e9",2008,2,2,10,10,7,1,5.81579,4,25,100,0,0,0,0,1,12,0,67,0,"Abstract Strategy","Simple"
"Tide of Fortune",1993,1,2,360,360,12,0,5.9878,7,30,7,0,0,0,0,1,1,0,153,1,"Wargame","Complex"
"Dragon's Ordeal",2009,2,6,120,120,12,4,5.68718,2,18,64,0,0,0,0,1,1,0,63,4,"Adventure","Simple"
"High Hand",1964,2,4,60,60,10,0,5.5929,0,38,32,0,0,1,0,1,2,0,133,2,"Abstract Strategy","Simple"
"Die kleinen Drachenritter",2012,2,4,10,10,5,1,5.60954,2,22,229,2,1,1,1,1,4,4,145,2,"Action / Dexterity","Simple"
"Seven Days Battles",1993,2,2,120,120,12,0,5.66981,3,36,28,0,0,1,0,2,2,0,90,0,"Wargame","Simple"
"Banzai!",2005,3,12,20,20,7,1,5.71818,2,8,65,1,0,0,0,1,1,0,125,9,"Action / Dexterity","Simple"
"Diabolo",1999,2,6,20,20,10,0,5.72897,4,24,38,0,0,0,0,1,2,0,120,4,"Card Game","Simple"
"Tricks",1995,3,5,30,30,10,0,5.66397,0,31,42,2,0,0,0,1,1,0,84,2,"Card Game","Simple"
"Wellington Vs Massena",1985,2,2,120,120,12,0,5.78373,0,36,10,0,0,0,0,1,1,0,96,0,"Wargame","Complex"
"Race for the Summit",2009,2,6,40,40,8,3,5.74706,4,24,54,0,0,0,0,1,1,0,143,4,"Card Game","Simple"
"Wabbit's Wevenge",1986,2,4,120,120,12,0,5.5415,20,32,26,0,0,0,0,1,1,0,89,2,"Fighting","Simple"
"The Lord of the Rings  Nazgul",2012,3,5,120,120,14,3,5.53381,21,98,223,0,3,2,0,2,1,0,184,2,"Fantasy","Complex"
"The Atlanta Campaign  Peachtree Creek & Jonesboro",1993,2,2,30,45,12,2,5.74286,0,72,30,0,0,0,0,1,1,0,104,0,"Wargame","Simple"
"Zombie Island",2014,1,4,30,30,13,0,5.58115,6,32,103,0,0,4,2,1,1,0,110,3,"Abstract Strategy","Simple"
"Frankenstein",2005,2,2,15,15,10,1,5.70556,6,25,52,0,0,0,0,1,2,0,97,0,"Other","Simple"
"The Godfather Game",1971,2,4,90,90,12,0,5.79344,7,42,37,0,0,0,0,1,2,0,112,2,"Card Game","Simple"
"Rommel at Gazala",1995,2,2,30,45,12,0,5.74474,3,29,16,0,0,0,0,1,2,0,40,0,"Wargame","Simple"
"CrossWays",2013,2,4,15,15,8,0,5.73333,1,20,106,1,1,1,1,0,1,0,149,2,"Abstract Strategy","Simple"
"Counter-Attack! Arras",2009,2,2,180,180,0,2,5.58837,6,42,29,0,0,0,0,1,1,1,79,0,"Wargame","Simple"
"Heavy Gear Fighter",1995,2,2,10,10,12,0,5.81462,10,17,9,0,0,0,0,1,2,0,132,0,"Card Game","Complex"
"Transsib",1996,3,5,90,90,0,0,5.65972,3,18,19,0,0,1,0,1,2,0,277,2,"Abstract Strategy","Simple"
"The Winning Ticket",1977,2,6,120,120,8,0,5.9319,5,28,31,0,0,1,0,1,1,0,80,4,"Economic","Simple"
"Pitch Fleet",2015,1,6,20,40,6,1,5.55615,3,8,76,0,0,2,0,1,2,0,89,5,"Action / Dexterity","Simple"
"Goal",2000,2,2,15,15,8,2,5.53032,1,38,277,0,0,0,1,3,4,0,112,0,"Card Game","Simple"
"Lotti Karotti  Das Hasenrennen",2015,2,4,15,15,4,1,5.71278,0,5,436,4,0,0,0,1,1,0,130,2,"Animals","Simple"
"MasterIslands",2015,2,4,10,15,7,0,5.68636,0,7,133,0,0,0,0,1,1,0,35,2,"Abstract Strategy","Simple"
"Boarding Party",1982,1,2,60,60,12,0,5.83704,18,39,35,0,0,0,0,1,1,0,128,1,"Science Fiction","Simple"
"Gettysburg  Three Days in July",1995,2,2,100,100,12,0,5.98857,0,25,13,0,0,0,0,1,1,0,70,0,"Wargame","Simple"
"Battle Yahtzee  Deadpool",2016,1,99,30,45,13,0,5.84054,2,10,49,0,0,0,0,0,2,0,25,98,"Dice","Simple"
"Crystal Faire",2006,3,5,120,120,10,0,5.60865,1,30,63,0,0,0,0,1,1,0,100,2,"Bluffing","Simple"
"Gold Thief",2006,2,5,5,5,8,3,5.67872,0,37,230,0,0,0,2,1,1,0,68,3,"Card Game","Simple"
"Make 'n' Break Junior",2010,2,5,15,20,5,1,5.76618,0,8,77,0,0,0,0,2,1,0,38,3,"Action / Dexterity","Simple"
"The Big Fat Tomato Game",2012,2,5,20,20,10,0,5.65811,0,22,134,0,0,0,0,1,2,0,74,3,"Other","Simple"
"The Battles of Bull Run",1973,2,2,180,180,12,0,5.93333,3,25,3,0,0,0,0,1,1,0,29,0,"Wargame","Complex"
"Power Yahtzee",2007,1,4,25,25,8,0,5.72727,2,8,66,0,0,0,0,1,1,0,32,3,"Dice","Simple"
"Crowns",2014,1,6,20,20,8,0,5.75676,0,11,77,0,0,1,0,1,1,0,294,5,"Dice","Simple"
"Baha",1989,2,6,30,30,7,0,5.70455,3,29,45,0,0,0,0,1,2,0,51,4,"Card Game","Simple"
"Timestreams  Deck 1 \u2013 Stone Age vs. Future Tech",2009,2,4,45,60,8,0,5.63644,4,26,75,0,0,0,0,4,1,0,54,2,"Card Game","Complex"
"Encounters",1982,2,4,60,60,10,2,5.69565,6,20,39,0,0,0,0,1,1,0,194,2,"Adventure","Simple"
"Long Cow",2018,2,5,20,20,8,0,5.82407,3,8,120,4,1,0,0,1,2,0,77,3,"Animals","Simple"
"Sort it Out!",2009,2,4,30,45,12,0,5.72909,0,15,69,0,0,0,0,0,1,0,115,2,"Other","Simple"
"Foto-Electric Football  Professional Hall of Fame Game",1941,2,2,30,45,8,0,5.85917,5,28,3,0,0,1,0,1,1,0,77,0,"Other","Simple"
"Lunar Command",2009,2,2,15,30,7,1,5.58342,9,39,72,2,0,0,0,2,1,0,67,0,"Childrens Game","Simple"
"The Drive on Metz (first edition)",1980,2,2,60,60,10,0,5.93816,2,30,34,0,0,0,0,1,1,0,77,0,"Wargame","Simple"
"DaVinci's Challenge",2004,2,4,30,30,8,1,5.56722,5,291,617,2,0,1,0,1,1,1,51,2,"Abstract Strategy","Simple"
"Abtei der R\u00e4tsel",2011,2,4,45,45,10,4,5.60448,2,11,66,0,0,0,0,1,1,1,134,2,"Deduction","Simple"
"Ramba Samba",2006,2,4,15,15,4,0,5.67833,1,21,45,0,0,0,0,1,1,3,184,2,"Childrens Game","Simple"
"Global War",1975,2,5,360,360,12,5,5.80564,7,79,48,0,0,0,0,1,1,0,241,3,"Wargame","Complex"
"Bezzerwizzer Mini",2011,2,4,5,5,15,5,5.58333,1,22,359,1,0,0,0,1,1,0,96,2,"Other","Simple"
"Aruba  Battle Race",2014,3,6,60,60,12,1,5.61489,0,9,68,0,0,0,0,1,1,0,89,3,"Dice","Simple"
"On Your Broom",1994,2,6,15,15,3,0,5.57639,1,29,227,1,0,0,0,1,4,1,104,4,"Childrens Game","Simple"
"Chinese Civil War",1979,2,2,180,180,12,0,5.84457,0,40,12,0,0,0,0,1,1,0,107,0,"Wargame","Complex"
"\u00bfResiste Stalingrado?",1984,2,4,30,45,12,1,5.82286,1,11,17,0,0,0,1,1,1,0,134,2,"Wargame","Complex"
"Hug Me",2010,2,8,45,45,10,0,5.81874,1,5,73,0,0,0,0,3,1,0,626,6,"Card Game","Simple"
"Okinawa",1986,2,2,180,180,12,0,5.8575,2,43,9,0,0,0,0,1,2,0,88,0,"Wargame","Complex"
"Never Call Retreat",1983,2,2,180,180,12,0,5.75128,1,37,7,0,0,0,0,1,1,0,70,0,"Wargame","Complex"
"Dodge Dice",2014,2,6,15,15,8,1,5.63921,0,20,323,1,2,0,1,1,1,0,69,4,"Dice","Simple"
"The McDonald's Game",1975,2,4,30,30,6,4,6.08088,22,24,71,0,0,1,3,1,1,0,254,2,"Action / Dexterity","Simple"
"The Fall of South Vietnam",1981,2,2,60,60,12,0,5.71711,8,21,24,0,0,0,0,1,1,0,399,0,"Wargame","Complex"
"Spline",2011,2,2,10,10,6,1,5.86129,1,18,232,0,1,0,0,1,2,0,219,0,"Abstract Strategy","Simple"
"1942",1978,2,2,120,120,12,0,5.6,10,44,13,0,0,1,0,1,2,0,86,0,"Wargame","Simple"
"Columbus",1991,2,5,60,60,10,2,5.61525,2,21,74,0,0,0,0,1,3,0,124,3,"Other","Simple"
"Stone Soup",2011,2,6,15,15,5,0,5.7603,1,20,168,0,0,1,0,1,1,0,176,4,"Childrens Game","Simple"
"13 Chefs",2017,2,2,10,10,8,0,5.66774,0,15,158,0,0,0,1,1,1,0,110,0,"Deduction","Simple"
"Go 500 Racing Dice Game",2005,1,6,5,5,0,0,5.65294,5,24,153,7,0,0,0,1,2,0,157,5,"Dice","Simple"
"Ragers  Champions of the Arena",2016,2,2,15,20,14,0,5.8425,2,17,46,0,0,0,0,1,1,0,216,0,"Card Game","Simple"
"Spy vs Spy",1986,2,4,90,90,10,2,5.59667,23,65,119,1,0,2,1,1,2,0,196,2,"Fighting","Simple"
"NCIS  The Game",2010,1,6,45,45,13,4,5.74894,3,22,61,0,0,3,0,4,2,0,214,5,"Deduction","Simple"
"Atari's Missile Command",2018,3,6,30,45,14,0,5.51522,4,21,54,0,2,6,1,2,1,0,167,3,"Other","Simple"
"Desert War  Tactical Warfare in North Africa",1973,2,4,120,180,12,0,5.74375,4,38,12,0,0,0,0,2,1,0,393,2,"Wargame","Complex"
"Hamster Clan",2016,1,4,10,45,4,1,5.68451,3,26,281,11,0,2,0,1,1,0,109,3,"Animals","Simple"
"The Great Brain Robbery",2000,3,7,60,60,10,0,5.5466,8,197,258,0,0,0,0,1,2,1,187,4,"Card Game","Simple"
"Out of Mine!",2014,2,4,20,20,10,1,5.59078,4,16,297,2,0,1,0,1,2,1,158,2,"Other","Simple"
"Goblin Dice",2015,2,6,15,30,8,0,5.69667,2,13,132,0,1,0,0,1,3,0,170,4,"Action / Dexterity","Simple"
"Interpol",1978,2,4,30,30,9,0,5.633,0,21,95,2,0,0,0,1,1,0,145,2,"Deduction","Simple"
"Mafia",2007,7,22,30,30,0,1,5.66783,2,39,593,0,0,3,0,1,2,0,27,15,"Deduction","Simple"
"Castle Blast",2013,2,4,10,10,5,1,5.63395,3,14,142,0,0,1,0,0,2,0,96,2,"Action / Dexterity","Simple"
"Space Poo  The Card Game",2016,2,8,5,15,8,0,5.77115,0,14,83,4,0,0,1,0,1,0,173,6,"Animals","Simple"
"Fishy",1991,3,6,30,30,10,0,5.62538,7,27,78,0,0,0,0,1,1,0,169,3,"Animals","Simple"
"Lady Richmond  Ein erzocktes Erbe",2016,2,5,30,45,8,1,5.65787,2,20,108,0,0,4,1,1,2,0,206,3,"Bluffing","Simple"
"Pixel Guardians",2015,2,4,30,30,8,2,6.2,1,16,55,0,0,2,0,1,2,0,147,2,"Card Game","Simple"
"Stad - Land - Rivier",1985,2,6,15,15,8,0,5.81667,1,10,264,3,0,0,0,1,5,0,113,4,"Other","Simple"
"In Love and War",2014,2,5,15,15,6,0,5.71667,2,8,68,0,0,2,0,1,2,0,184,3,"Animals","Simple"
"Phantom Rummy",2005,2,4,30,30,10,0,5.72857,6,25,87,0,0,0,0,1,2,1,80,2,"Card Game","Simple"
"Treasure of the Pharaohs",1974,2,6,45,45,0,0,6.07317,12,26,30,0,0,0,0,1,1,0,131,4,"Childrens Game","Simple"
"Kerrunch",1991,2,2,90,90,8,0,5.55263,8,17,28,0,0,4,0,1,1,0,126,0,"Fantasy","Simple"
"Arkansas Bluff",1975,3,6,45,45,12,0,5.65562,2,19,49,0,0,0,0,1,1,0,174,3,"Bluffing","Simple"
"Karibou Camp",2016,3,7,20,20,8,0,5.69512,2,11,118,0,0,5,1,2,1,0,93,4,"Action / Dexterity","Simple"
"The Warriors of Batak",1982,2,2,90,90,12,0,5.78571,4,31,46,0,0,0,0,1,1,0,60,0,"Science Fiction","Simple"
"Electronic Scattergories Platinum Edition",2001,2,4,10,10,12,5,5.60976,0,16,10,0,0,0,0,1,2,0,107,2,"Party Game","Simple"
"Im Gespensterturm",1994,2,6,15,15,5,0,5.55937,2,38,332,2,0,2,0,1,7,5,224,4,"Childrens Game","Simple"
"Legend of Heroes",1987,1,5,30,45,8,0,5.69792,12,14,42,0,0,0,0,1,1,0,175,4,"Adventure","Simple"
"Racko Plus",2001,2,4,30,30,8,1,5.65804,5,20,131,0,0,0,0,1,1,0,21,2,"Card Game","Simple"
"Mercury\/Market Garden",2012,2,4,60,60,0,0,5.59649,11,35,64,0,0,0,0,1,1,0,100,2,"Wargame","Simple"
"Yukon Salon",2017,2,4,10,15,4,0,6.10541,4,25,29,0,0,5,1,1,1,0,125,2,"Card Game","Simple"
"How to Host a Mystery  Star Trek \u2013 The Next Generation",1992,8,8,360,360,14,0,5.61111,9,49,9,0,0,0,0,1,2,0,126,0,"Movies / TV / Radio theme","Simple"
"Geister & Gespenster",2004,2,6,10,10,5,1,5.64848,1,14,120,0,0,0,0,1,1,0,87,4,"Card Game","Simple"
"The Cohort",2016,2,6,15,30,10,1,6.17929,2,27,116,1,0,3,1,1,1,0,159,4,"Card Game","Simple"
"Campaigns in the Valley",1988,2,2,120,120,12,0,5.85814,0,55,9,0,0,0,0,2,1,0,61,0,"Wargame","Complex"
"Hero",1980,2,3,120,120,12,0,5.62845,10,34,3,0,0,0,0,1,1,0,253,1,"Adventure","Simple"
"Atlantis Treasure",2010,2,4,10,10,8,1,5.59697,4,38,138,0,0,3,0,1,1,0,97,2,"Dice","Simple"
"Material World",1995,2,5,240,240,12,0,5.58108,3,40,22,0,0,1,0,2,1,0,52,3,"Economic","Complex"
"Strange New Worlds",1978,2,6,90,90,0,2,5.69488,11,28,23,0,0,0,0,1,2,0,48,4,"Adventure","Complex"
"Monkey Memory",2000,2,9,10,10,5,1,5.56579,3,44,206,0,0,0,0,1,3,0,97,7,"Card Game","Simple"
"Top oder Flop",2006,2,5,30,30,10,0,5.63829,1,7,50,0,0,1,0,1,1,0,81,3,"Card Game","Simple"
"Lepanto",2008,2,4,10,10,10,1,5.69464,6,20,54,0,0,0,1,1,1,0,23,2,"Fighting","Simple"
"Hungry as a Bear",2014,1,3,5,5,2,0,5.60206,4,25,358,6,0,3,0,1,2,0,130,2,"Action / Dexterity","Simple"
"Zocken",1998,2,8,15,50,10,0,5.59939,1,19,53,0,0,4,0,1,3,0,97,6,"Dice","Simple"
"Maccabees",2009,2,4,30,30,8,0,7.00806,1,13,17,0,0,0,0,1,1,0,143,2,"Action / Dexterity","Simple"
"Twilight's Last Gleaming",1997,2,2,60,120,0,0,5.65484,3,32,33,0,0,0,0,1,1,0,120,0,"Wargame","Simple"
"Raiding Parties  Golden Age of Piracy",2012,2,4,30,30,10,0,6.42826,10,34,36,0,0,1,0,1,2,0,92,2,"Card Game","Simple"
"Joan of Arc's Victory 1429 AD",2012,2,2,120,120,0,0,5.98,3,28,34,0,0,0,0,1,2,0,215,0,"Medieval","Simple"
"Dreaming Dragon",2012,2,4,30,30,6,0,5.64118,2,13,143,0,0,0,0,1,2,1,218,2,"Action / Dexterity","Simple"
"In10sity",2005,2,6,30,30,10,0,5.58738,1,27,121,0,0,0,0,2,1,0,52,4,"Other","Simple"
"Final Boss  The card game",2016,1,6,20,60,12,0,6.44286,2,18,60,0,0,6,0,1,1,0,125,5,"Humor","Simple"
"Asia Crossroads",2003,2,2,120,120,12,0,5.79722,10,45,14,0,0,1,0,1,1,1,19,0,"Wargame","Complex"
"Penalty!",1960,2,4,30,30,7,0,5.57306,6,59,324,0,0,0,0,1,8,0,184,2,"Card Game","Simple"
"War of the Triple Alliance  Paraguay \u2013 1865-1870",2007,2,2,180,180,12,0,5.70208,7,41,27,0,0,0,0,2,1,0,252,0,"Wargame","Simple"
"Laser Battle",2006,2,2,5,15,8,1,5.58367,5,76,334,0,0,0,0,1,1,0,342,0,"Abstract Strategy","Simple"
"The Simpsons Group Photo",2003,2,4,15,15,10,0,5.82,2,11,16,0,0,0,0,1,1,0,195,2,"Card Game","Simple"
"Marengo  Morning Defeat",2010,1,2,60,60,12,0,5.73667,5,16,12,0,0,0,0,1,1,0,272,1,"Wargame","Complex"
"Ligretto Plus",2012,2,6,15,15,8,0,5.62105,0,11,75,3,1,0,0,1,2,0,335,4,"Card Game","Simple"
"Ruin",2008,2,4,45,45,10,1,5.55524,5,55,179,0,0,1,0,1,1,0,91,2,"Other","Simple"
"Knock Your Blocks Off",2011,2,4,15,15,8,2,5.58493,8,24,303,0,0,2,0,1,1,0,316,2,"Abstract Strategy","Simple"
"Democrazy",2000,4,10,30,30,10,5,5.5307,49,405,1204,3,0,2,2,1,2,0,224,6,"Card Game","Simple"
"Plut\u00f4t mort que Perse !",2003,2,2,120,120,12,1,5.90625,3,24,9,0,0,0,0,2,1,0,131,0,"Wargame","Simple"
"Austin Poker",2004,3,6,30,45,12,0,5.65758,1,23,26,0,0,0,0,1,1,0,210,3,"Bluffing","Simple"
"Wahoo!",1991,2,2,180,180,12,0,5.85294,1,28,6,0,0,0,0,2,1,0,145,0,"Wargame","Complex"
"The Battle of Agincourt",1978,2,2,120,120,12,0,5.70455,7,25,12,0,0,0,0,1,1,0,64,0,"Medieval","Complex"
"D\u00e9luges",2010,3,4,90,90,12,2,5.98039,14,19,50,0,0,0,0,1,1,0,139,1,"Other","Complex"
"Phase",2016,2,5,20,40,14,0,5.92105,2,26,46,0,1,0,1,2,1,0,97,3,"Card Game","Simple"
"Grand Army of the Republic",1988,2,4,240,240,10,0,5.79432,1,37,16,0,0,0,0,1,1,0,60,2,"Wargame","Complex"
"Code Monkey Island",2014,2,4,45,45,6,0,5.65806,1,16,56,0,0,0,1,1,2,0,138,2,"Animals","Simple"
"The Walking Dead  The Prison \u2013 Board Game",2014,2,6,60,60,13,0,5.97027,9,17,26,0,0,0,0,3,2,0,85,4,"Other","Simple"
"In Pursuit",2001,4,8,60,60,12,5,5.57195,1,58,78,0,0,1,1,2,1,0,50,4,"Other","Simple"
"Apples to Apples  Bible Edition",2006,4,10,30,30,9,5,5.49926,7,58,158,0,0,0,0,4,2,0,121,6,"Card Game","Simple"
"Rollout  The Game of the Risk-Takers",1987,2,6,120,120,10,0,5.50685,3,31,45,0,0,0,1,1,1,0,71,4,"Economic","Simple"
"Cluedo Mysteries",2005,2,6,60,60,8,3,5.60844,2,127,339,0,0,0,0,1,3,0,108,4,"Other","Simple"
"Shooting Star",2013,2,5,20,30,10,0,5.775,1,9,30,0,1,0,0,2,1,0,268,3,"Card Game","Simple"
"Merry Yard",2014,3,8,30,45,6,0,5.62647,0,2,139,0,1,0,0,1,1,0,88,5,"Animals","Simple"
"Tactil",1977,1,4,15,15,3,1,5.61944,2,19,42,0,0,1,0,1,3,0,83,3,"Action / Dexterity","Simple"
"Creature College",2016,2,6,45,45,8,2,5.85306,3,24,101,0,1,8,1,1,1,0,356,4,"Fantasy","Simple"
"G.I. Joe TCG",2004,2,2,5,5,10,0,5.75145,10,36,224,0,0,0,0,5,1,0,60,0,"Card Game","Simple"
"Luftwaffe",1971,2,2,120,120,12,2,5.58735,5,425,207,0,0,2,0,1,1,0,54,0,"Wargame","Complex"
"Galaxy Command",2015,1,4,10,45,10,0,5.70926,5,30,168,0,0,3,1,1,1,0,378,3,"Science Fiction","Simple"
"Too Many Cooks",2001,2,5,90,90,12,0,5.59868,0,11,19,0,0,0,0,1,1,0,199,3,"Card Game","Simple"
"Die Schlangen von Delhi",1994,2,4,30,30,8,0,5.57681,1,29,74,0,0,0,0,1,1,0,244,2,"Other","Simple"
"Truths Too Terrible",2015,2,4,30,30,10,0,5.89879,0,13,19,0,0,4,1,1,1,0,123,2,"Card Game","Simple"
"Sch\u00e4tzbold",2004,3,6,30,30,12,5,5.63833,1,6,52,0,0,0,0,1,1,0,35,3,"Card Game","Simple"
"Last Mouse Lost",2014,2,2,5,5,6,0,5.58291,0,23,326,5,1,4,0,1,3,0,65,0,"Abstract Strategy","Simple"
"Port of Piraeus",2015,3,6,30,60,12,1,5.88605,1,6,47,0,0,4,1,1,1,0,161,3,"Economic","Simple"
"Kids On Stage",1988,2,6,30,30,3,1,5.7375,0,22,68,0,0,0,0,1,1,0,50,4,"Action / Dexterity","Simple"
"Fackel+Keule",2007,3,5,25,25,0,0,6.25758,1,12,45,0,0,1,0,1,1,0,62,2,"Animals","Simple"
"Providence's Great Blizzard Travel Game",1977,2,6,30,45,8,0,5.71667,4,25,38,0,0,0,0,1,1,0,118,4,"Childrens Game","Simple"
"Kombat Kittens",2014,2,5,20,20,9,1,5.75,1,17,70,0,0,1,0,5,1,0,1804,3,"Animals","Simple"
"Last Minute",2000,2,3,20,20,8,0,5.65,0,13,52,0,0,0,0,1,1,0,27,1,"Card Game","Simple"
"Campaigns of Napoleon",1980,1,4,360,360,0,0,5.79032,2,25,7,0,0,0,0,3,1,0,95,3,"Wargame","Complex"
"Doktor Igel",2001,2,5,10,10,4,1,5.67647,3,25,119,0,0,0,0,1,1,0,43,3,"Action / Dexterity","Simple"
"Vagabondo",1979,2,6,30,30,8,0,5.625,6,26,17,0,0,1,0,2,3,0,69,4,"Abstract Strategy","Simple"
"Once Upon a Forest",2013,2,4,15,15,7,1,5.63636,0,5,77,0,0,3,0,1,3,0,112,2,"Card Game","Simple"
"Bim Bamm!",2012,2,5,10,10,6,0,5.62857,0,13,102,0,0,1,0,2,3,2,79,3,"Action / Dexterity","Simple"
"Tuf-abet",1969,2,4,45,45,8,0,5.625,5,20,33,0,0,0,0,1,1,0,198,2,"Other","Simple"
"Fontenoy 1745",1996,2,2,30,45,12,1,5.625,0,21,12,0,0,0,0,2,1,0,28,0,"Wargame","Complex"
"Specific",2016,2,10,20,20,6,0,5.75641,0,8,133,0,0,0,0,2,2,0,51,8,"Animals","Simple"
"Numeri",1973,2,4,30,30,7,1,5.60526,2,18,105,0,0,0,0,1,2,0,128,2,"Dice","Simple"
"Charge it!",1972,2,6,30,30,0,0,5.67583,0,37,68,0,0,1,0,1,2,0,221,4,"Card Game","Simple"
"Nerdy Inventions",2015,2,4,25,30,8,1,5.54928,2,100,524,3,1,10,2,1,3,0,143,2,"Dice","Simple"
"Amasser Dragons",2016,2,6,30,180,13,0,7.31936,1,27,17,0,0,0,0,1,1,0,310,4,"Adventure","Simple"
"Habitat",2008,2,6,15,30,8,2,5.62768,11,126,576,6,0,5,0,1,1,0,138,4,"Animals","Simple"
"Bezzerwizzer +",2009,2,99,60,60,8,5,5.57857,3,20,69,0,0,0,0,1,2,4,142,97,"Card Game","Simple"
"Demon's Run",1981,2,4,120,120,12,0,5.75971,5,28,14,0,0,0,0,1,1,0,300,2,"Science Fiction","Complex"
"Bloodtree Rebellion",1979,2,2,60,60,12,0,5.675,17,36,34,0,0,1,0,1,1,0,57,0,"Science Fiction","Complex"
"Little Circuit",2008,2,4,10,45,2,1,5.60833,0,12,192,8,0,0,0,0,1,0,111,2,"Animals","Simple"
"Steal This Game",2016,2,2,5,5,14,1,5.67528,1,77,205,0,1,7,3,1,1,0,148,0,"Bluffing","Simple"
"Solar Trader",1990,2,6,100,100,12,3,5.9784,4,21,72,0,0,0,0,1,2,0,124,4,"Dice","Simple"
"Rycerze i Zamki",2014,2,4,15,15,6,1,5.61489,0,10,180,0,0,0,0,1,1,0,124,2,"Bluffing","Simple"
"Dragon Whisperer",2013,3,6,30,30,10,1,5.80814,2,58,143,0,1,3,1,1,1,0,115,3,"Card Game","Simple"
"Hippo Hopp",2011,2,4,30,30,8,0,5.58125,0,9,77,1,0,0,0,1,1,2,189,2,"Animals","Simple"
"Pitch Six",2003,3,6,30,30,12,0,5.55556,0,56,111,0,0,0,0,1,2,0,164,3,"Card Game","Simple"
"Oss",2013,2,6,30,30,7,1,5.73803,11,39,108,1,1,0,0,3,3,0,282,4,"Action / Dexterity","Simple"
"Mines of the Sacred Dragon",2012,1,5,30,30,10,0,5.77683,1,14,52,0,0,0,0,1,1,0,104,4,"Abstract Strategy","Simple"
"Quest  Edi\u00e7\u00e3o Fam\u00edlia",2008,2,6,45,45,10,4,5.62735,0,4,68,0,0,0,0,0,1,0,70,4,"Other","Simple"
"Wealth of Nations",1975,2,6,120,120,10,3,5.66961,8,63,277,0,0,0,0,1,8,0,76,4,"Economic","Simple"
"Frechdachs",2000,2,4,15,15,4,1,5.53893,15,76,785,1,0,2,0,1,2,0,196,2,"Childrens Game","Simple"
"Neko-in",2015,3,6,10,30,7,0,5.49355,1,2,42,1,0,1,0,1,1,0,396,3,"Action / Dexterity","Simple"
"Octrix",1970,2,4,60,60,0,0,5.62258,13,38,21,0,0,0,0,1,1,0,82,2,"Card Game","Simple"
"Muses",2013,1,1,5,5,0,2,5.6,0,27,410,5,0,6,0,1,2,0,243,0,"Dice","Simple"
"Farlander",2002,2,4,30,30,10,1,5.54412,18,103,363,0,0,2,0,2,2,1,139,2,"Abstract Strategy","Simple"
"Kroko Loko",2004,2,4,15,15,4,0,5.83939,0,15,155,2,0,0,0,2,1,0,196,2,"Animals","Simple"
"Deflection",1981,2,2,20,20,7,1,5.63548,1,12,55,0,0,1,0,1,5,0,87,0,"Abstract Strategy","Simple"
"Zanzibar",2007,2,5,45,45,10,1,5.57739,8,58,184,0,0,1,1,1,1,0,226,3,"Economic","Simple"
"Little Dungeon  Turtle Rock",2014,2,5,15,15,5,1,5.87895,0,29,332,0,0,3,0,1,1,0,131,3,"Adventure","Simple"
"Wie Hund und Katz!",2002,2,6,30,30,10,1,5.61071,2,36,188,0,0,0,0,1,1,0,92,4,"Animals","Simple"
"Programmer's Nightmare",1998,2,6,20,20,12,0,5.66,19,22,39,0,0,0,0,1,1,0,129,4,"Card Game","Complex"
"Animal Suspect",2014,3,8,20,20,8,4,5.61304,1,11,89,0,1,0,0,2,1,0,103,5,"Animals","Simple"
"Swoggle",1986,1,4,45,45,10,0,5.66094,0,15,23,0,0,0,0,1,1,0,70,3,"Other","Simple"
"Tumba",2006,1,99,5,5,8,1,5.57119,6,33,103,0,0,2,0,2,2,0,79,98,"Action / Dexterity","Simple"
"James Bond 007 Assault! Game",1986,1,2,90,90,8,0,6.00313,12,32,3,0,0,1,0,1,1,0,156,1,"Adventure","Complex"
"Super Hack Override",2016,2,6,10,20,8,0,5.67429,1,18,47,0,0,7,4,2,1,0,214,4,"Card Game","Simple"
"The Battle for North Africa  War in the Desert",1996,2,4,180,180,12,4,5.5101,3,64,23,0,0,0,0,1,1,0,419,2,"Wargame","Complex"
"Caramba!",2004,2,4,30,30,10,1,5.59535,2,27,54,0,0,0,0,1,2,0,153,2,"Card Game","Simple"
"Jumpin",1964,2,2,15,15,8,1,5.54667,11,125,224,0,0,0,0,1,1,0,90,0,"Abstract Strategy","Simple"
